EVCHOP_TRANSACTION_ID,GAME_TYPE,TOURNAMENT_TYPE,BIG_BLIND,HAND_ID,TABLE_ID,NO_OF_USERS,TRANSACTION_AMOUNT,TRANSACTION_ID,TRANSACTION_TYPE_ID,TRANSACTION_STATUS_ID,CREATED_DATE,LAST_UPDATED_DATE,debit_pot_after_rake,splash_drop_amount,evchopFees,ev_profitloss,remaining_pot_after_rake,remainingSplashDropAmount,no of users
399775,TEXAS_HOLDEM,RING,5,27417760013,2741776,4,62.5,2.74178E+17,208,329,5/26/2025 14:39,5/26/2025 14:39,384.78,62.5,0,-21.97,362.81,62.5,1
